file,sim_model,N,k,k_split,de,separation,entropy,p,m
p3m2_c3.out,  p3m2,500,3,uneven,0.9,ideal ,0.91,  p3,  m2
p3m2_c4.out,  p3m2,500,4,uneven,0.9,ideal ,0.935,  p3,  m2
p3m2_c5.out,  p3m2,500,5,uneven,0.9,ideal ,0.922,  p3,  m2
p3m2_c6.out,  p3m2,500,6,uneven,0.9,ideal ,0.932,  p3,  m2
p3m2_c2.out,  p3m2,500,2,uneven,1.5,ideal ,0.936,  p3,  m2
p3m2_c3.out,  p3m2,500,3,uneven,1.5,ideal ,0.905,  p3,  m2
p3m2_c4.out,  p3m2,500,4,uneven,1.5,ideal ,0.933,  p3,  m2
p3m2_c5.out,  p3m2,500,5,uneven,1.5,ideal ,0.917,  p3,  m2
p3m2_c6.out,  p3m2,500,6,uneven,1.5,ideal ,0.882,  p3,  m2
p3m2_c2.out,  p3m2,5000,2,uneven,0.405,ideal ,0.911,  p3,  m2
p3m2_c3.out,  p3m2,5000,3,uneven,0.405,ideal ,0.896,  p3,  m2
p3m2_c4.out,  p3m2,5000,4,uneven,0.405,ideal ,0.918,  p3,  m2
p3m2_c5.out,  p3m2,5000,5,uneven,0.405,ideal ,0.926,  p3,  m2
p3m2_c6.out,  p3m2,5000,6,uneven,0.405,ideal ,0.934,  p3,  m2
p3m2_c2.out,  p3m2,5000,2,uneven,0.9,ideal ,0.91,  p3,  m2
p3m2_c3.out,  p3m2,5000,3,uneven,0.9,ideal ,0.891,  p3,  m2
p3m2_c4.out,  p3m2,5000,4,uneven,0.9,ideal ,0.91,  p3,  m2
p3m2_c5.out,  p3m2,5000,5,uneven,0.9,ideal ,0.92,  p3,  m2
p3m2_c6.out,  p3m2,5000,6,uneven,0.9,ideal ,0.856,  p3,  m2
p3m2_c2.out,  p3m2,5000,2,uneven,1.5,ideal ,0.91,  p3,  m2
p3m2_c3.out,  p3m2,5000,3,uneven,1.5,ideal ,0.889,  p3,  m2
p3m2_c4.out,  p3m2,5000,4,uneven,1.5,ideal ,0.904,  p3,  m2
p3m2_c5.out,  p3m2,5000,5,uneven,1.5,ideal ,0.911,  p3,  m2
p3m2_c6.out,  p3m2,5000,6,uneven,1.5,ideal ,0.874,  p3,  m2
p3m3_c2.out,  p3m3,1000,2,even,0.405,ideal ,0.918,  p3,  m3
p3m3_c3.out,  p3m3,1000,3,even,0.405,ideal ,0.905,  p3,  m3
p3m3_c4.out,  p3m3,1000,4,even,0.405,ideal ,0.911,  p3,  m3
p3m3_c5.out,  p3m3,1000,5,even,0.405,ideal ,0.917,  p3,  m3
p3m3_c6.out,  p3m3,1000,6,even,0.405,ideal ,0.928,  p3,  m3
p3m3_c2.out,  p3m3,1000,2,even,0.9,ideal ,0.918,  p3,  m3
p3m3_c3.out,  p3m3,1000,3,even,0.9,ideal ,0.9,  p3,  m3
p3m3_c4.out,  p3m3,1000,4,even,0.9,ideal ,0.91,  p3,  m3
p3m3_c5.out,  p3m3,1000,5,even,0.9,ideal ,0.913,  p3,  m3
p3m3_c6.out,  p3m3,1000,6,even,0.9,ideal ,0.924,  p3,  m3
p3m3_c2.out,  p3m3,1000,2,even,1.5,ideal ,0.917,  p3,  m3
p3m3_c3.out,  p3m3,1000,3,even,1.5,ideal ,0.895,  p3,  m3
p3m3_c4.out,  p3m3,1000,4,even,1.5,ideal ,0.907,  p3,  m3
p3m3_c5.out,  p3m3,1000,5,even,1.5,ideal ,0.909,  p3,  m3
p3m3_c6.out,  p3m3,1000,6,even,1.5,ideal ,0.907,  p3,  m3
p3m3_c2.out,  p3m3,200,2,even,0.405,ideal ,0.959,  p3,  m3
p3m3_c3.out,  p3m3,200,3,even,0.405,ideal ,0.948,  p3,  m3
p3m3_c4.out,  p3m3,200,4,even,0.405,ideal ,0.955,  p3,  m3
p3m3_c5.out,  p3m3,200,5,even,0.405,ideal ,0.965,  p3,  m3
p3m3_c6.out,  p3m3,200,6,even,0.405,ideal ,0.97,  p3,  m3
p3m3_c2.out,  p3m3,200,2,even,0.9,ideal ,0.959,  p3,  m3
p3m3_c3.out,  p3m3,200,3,even,0.9,ideal ,0.95,  p3,  m3
p3m3_c4.out,  p3m3,200,4,even,0.9,ideal ,0.958,  p3,  m3
p3m3_c5.out,  p3m3,200,5,even,0.9,ideal ,0.971,  p3,  m3
p3m3_c6.out,  p3m3,200,6,even,0.9,ideal ,0.976,  p3,  m3
p3m3_c2.out,  p3m3,200,2,even,1.5,ideal ,0.958,  p3,  m3
p3m3_c3.out,  p3m3,200,3,even,1.5,ideal ,0.948,  p3,  m3
p3m3_c4.out,  p3m3,200,4,even,1.5,ideal ,0.956,  p3,  m3
p3m3_c5.out,  p3m3,200,5,even,1.5,ideal ,0.97,  p3,  m3
p3m3_c6.out,  p3m3,200,6,even,1.5,ideal ,0.978,  p3,  m3
p3m3_c2.out,  p3m3,500,2,even,0.405,ideal ,0.935,  p3,  m3
p3m3_c3.out,  p3m3,500,3,even,0.405,ideal ,0.895,  p3,  m3
p3m3_c4.out,  p3m3,500,4,even,0.405,ideal ,0.915,  p3,  m3
p3m3_c5.out,  p3m3,500,5,even,0.405,ideal ,0.921,  p3,  m3
p3m3_c6.out,  p3m3,500,6,even,0.405,ideal ,0.931,  p3,  m3
p3m3_c2.out,  p3m3,500,2,even,0.9,ideal ,0.935,  p3,  m3
p3m3_c3.out,  p3m3,500,3,even,0.9,ideal ,0.899,  p3,  m3
p3m3_c4.out,  p3m3,500,4,even,0.9,ideal ,0.92,  p3,  m3
p3m3_c5.out,  p3m3,500,5,even,0.9,ideal ,0.923,  p3,  m3
p3m3_c6.out,  p3m3,500,6,even,0.9,ideal ,0.933,  p3,  m3
p3m3_c2.out,  p3m3,500,2,even,1.5,ideal ,0.935,  p3,  m3
p3m3_c3.out,  p3m3,500,3,even,1.5,ideal ,0.9,  p3,  m3
p3m3_c4.out,  p3m3,500,4,even,1.5,ideal ,0.919,  p3,  m3
p3m3_c5.out,  p3m3,500,5,even,1.5,ideal ,0.918,  p3,  m3
p3m3_c6.out,  p3m3,500,6,even,1.5,ideal ,0.921,  p3,  m3
p3m3_c2.out,  p3m3,5000,2,even,0.405,ideal ,0.915,  p3,  m3
p3m3_c3.out,  p3m3,5000,3,even,0.405,ideal ,0.888,  p3,  m3
p3m3_c4.out,  p3m3,5000,4,even,0.405,ideal ,0.908,  p3,  m3
p3m3_c5.out,  p3m3,5000,5,even,0.405,ideal ,0.921,  p3,  m3
p3m3_c6.out,  p3m3,5000,6,even,0.405,ideal ,0.928,  p3,  m3
p3m3_c2.out,  p3m3,5000,2,even,0.9,ideal ,0.914,  p3,  m3
p3m3_c3.out,  p3m3,5000,3,even,0.9,ideal ,0.889,  p3,  m3
p3m3_c4.out,  p3m3,5000,4,even,0.9,ideal ,0.907,  p3,  m3
p3m3_c5.out,  p3m3,5000,5,even,0.9,ideal ,0.919,  p3,  m3
p3m3_c6.out,  p3m3,5000,6,even,0.9,ideal ,0.927,  p3,  m3
p3m3_c2.out,  p3m3,5000,2,even,1.5,ideal ,0.915,  p3,  m3
p3m3_c3.out,  p3m3,5000,3,even,1.5,ideal ,0.891,  p3,  m3
p3m3_c4.out,  p3m3,5000,4,even,1.5,ideal ,0.904,  p3,  m3
p3m3_c5.out,  p3m3,5000,5,even,1.5,ideal ,0.915,  p3,  m3
p3m3_c6.out,  p3m3,5000,6,even,1.5,ideal ,0.918,  p3,  m3
p3m3_c2.out,  p3m3,1000,2,uneven,0.405,ideal ,0.921,  p3,  m3
p3m3_c3.out,  p3m3,1000,3,uneven,0.405,ideal ,0.909,  p3,  m3
p3m3_c4.out,  p3m3,1000,4,uneven,0.405,ideal ,0.927,  p3,  m3
p3m3_c5.out,  p3m3,1000,5,uneven,0.405,ideal ,0.932,  p3,  m3
p3m3_c6.out,  p3m3,1000,6,uneven,0.405,ideal ,0.929,  p3,  m3
p3m3_c2.out,  p3m3,1000,2,uneven,0.9,ideal ,0.922,  p3,  m3
p3m3_c3.out,  p3m3,1000,3,uneven,0.9,ideal ,0.906,  p3,  m3
p3m3_c4.out,  p3m3,1000,4,uneven,0.9,ideal ,0.924,  p3,  m3
p3m3_c5.out,  p3m3,1000,5,uneven,0.9,ideal ,0.93,  p3,  m3
p3m3_c6.out,  p3m3,1000,6,uneven,0.9,ideal ,0.927,  p3,  m3
p3m3_c2.out,  p3m3,1000,2,uneven,1.5,ideal ,0.922,  p3,  m3
p3m3_c3.out,  p3m3,1000,3,uneven,1.5,ideal ,0.892,  p3,  m3
p3m3_c4.out,  p3m3,1000,4,uneven,1.5,ideal ,0.918,  p3,  m3
p3m3_c5.out,  p3m3,1000,5,uneven,1.5,ideal ,0.924,  p3,  m3
p3m3_c6.out,  p3m3,1000,6,uneven,1.5,ideal ,0.923,  p3,  m3
p3m3_c2.out,  p3m3,200,2,uneven,0.405,ideal ,0.946,  p3,  m3
p3m3_c3.out,  p3m3,200,3,uneven,0.405,ideal ,0.956,  p3,  m3
p3m3_c4.out,  p3m3,200,4,uneven,0.405,ideal ,0.963,  p3,  m3
p3m3_c5.out,  p3m3,200,5,uneven,0.405,ideal ,0.973,  p3,  m3
p3m3_c6.out,  p3m3,200,6,uneven,0.405,ideal ,0.966,  p3,  m3
p3m3_c2.out,  p3m3,200,2,uneven,0.9,ideal ,0.947,  p3,  m3
p3m3_c3.out,  p3m3,200,3,uneven,0.9,ideal ,0.962,  p3,  m3
p3m3_c4.out,  p3m3,200,4,uneven,0.9,ideal ,0.97,  p3,  m3
p3m3_c5.out,  p3m3,200,5,uneven,0.9,ideal ,0.975,  p3,  m3
p3m3_c6.out,  p3m3,200,6,uneven,0.9,ideal ,0.948,  p3,  m3
p3m3_c2.out,  p3m3,200,2,uneven,1.5,ideal ,0.948,  p3,  m3
p3m3_c3.out,  p3m3,200,3,uneven,1.5,ideal ,0.956,  p3,  m3
p3m3_c4.out,  p3m3,200,4,uneven,1.5,ideal ,0.968,  p3,  m3
p3m3_c5.out,  p3m3,200,5,uneven,1.5,ideal ,0.974,  p3,  m3
p3m3_c6.out,  p3m3,200,6,uneven,1.5,ideal ,0.95,  p3,  m3
p3m3_c2.out,  p3m3,500,2,uneven,0.405,ideal ,0.937,  p3,  m3
p3m3_c3.out,  p3m3,500,3,uneven,0.405,ideal ,0.913,  p3,  m3
p3m3_c4.out,  p3m3,500,4,uneven,0.405,ideal ,0.936,  p3,  m3
p3m3_c5.out,  p3m3,500,5,uneven,0.405,ideal ,0.926,  p3,  m3
p3m3_c6.out,  p3m3,500,6,uneven,0.405,ideal ,0.929,  p3,  m3
p3m3_c2.out,  p3m3,500,2,uneven,0.9,ideal ,0.936,  p3,  m3
p3m3_c3.out,  p3m3,500,3,uneven,0.9,ideal ,0.915,  p3,  m3
p3m3_c4.out,  p3m3,500,4,uneven,0.9,ideal ,0.936,  p3,  m3
p3m3_c5.out,  p3m3,500,5,uneven,0.9,ideal ,0.927,  p3,  m3
p3m3_c6.out,  p3m3,500,6,uneven,0.9,ideal ,0.937,  p3,  m3
p3m3_c2.out,  p3m3,500,2,uneven,1.5,ideal ,0.936,  p3,  m3
p3m3_c3.out,  p3m3,500,3,uneven,1.5,ideal ,0.91,  p3,  m3
p3m3_c4.out,  p3m3,500,4,uneven,1.5,ideal ,0.936,  p3,  m3
p3m3_c5.out,  p3m3,500,5,uneven,1.5,ideal ,0.923,  p3,  m3
p3m3_c6.out,  p3m3,500,6,uneven,1.5,ideal ,0.865,  p3,  m3
p3m3_c2.out,  p3m3,5000,2,uneven,0.405,ideal ,0.913,  p3,  m3
p3m3_c3.out,  p3m3,5000,3,uneven,0.405,ideal ,0.898,  p3,  m3
p3m3_c4.out,  p3m3,5000,4,uneven,0.405,ideal ,0.92,  p3,  m3
p3m3_c5.out,  p3m3,5000,5,uneven,0.405,ideal ,0.927,  p3,  m3
p3m3_c6.out,  p3m3,5000,6,uneven,0.405,ideal ,0.914,  p3,  m3
p3m3_c2.out,  p3m3,5000,2,uneven,0.9,ideal ,0.913,  p3,  m3
p3m3_c3.out,  p3m3,5000,3,uneven,0.9,ideal ,0.891,  p3,  m3
p3m3_c4.out,  p3m3,5000,4,uneven,0.9,ideal ,0.915,  p3,  m3
p3m3_c5.out,  p3m3,5000,5,uneven,0.9,ideal ,0.923,  p3,  m3
p3m3_c6.out,  p3m3,5000,6,uneven,0.9,ideal ,0.93,  p3,  m3
p3m3_c2.out,  p3m3,5000,2,uneven,1.5,ideal ,0.913,  p3,  m3
p3m3_c3.out,  p3m3,5000,3,uneven,1.5,ideal ,0.883,  p3,  m3
p3m3_c4.out,  p3m3,5000,4,uneven,1.5,ideal ,0.909,  p3,  m3
p3m3_c5.out,  p3m3,5000,5,uneven,1.5,ideal ,0.919,  p3,  m3
p3m3_c6.out,  p3m3,5000,6,uneven,1.5,ideal ,0.927,  p3,  m3
p4m1_c2.out,  p4m1,1000,2,even,0.405,ideal ,0.913,  p4,  m1
p4m1_c3.out,  p4m1,1000,3,even,0.405,ideal ,0.924,  p4,  m1
p4m1_c4.out,  p4m1,1000,4,even,0.405,ideal ,0.905,  p4,  m1
p4m1_c5.out,  p4m1,1000,5,even,0.405,ideal ,0.886,  p4,  m1
p4m1_c6.out,  p4m1,1000,6,even,0.405,ideal ,0.9,  p4,  m1
p4m1_c2.out,  p4m1,1000,2,even,0.9,ideal ,0.912,  p4,  m1
p4m1_c3.out,  p4m1,1000,3,even,0.9,ideal ,0.921,  p4,  m1
p4m1_c4.out,  p4m1,1000,4,even,0.9,ideal ,0.886,  p4,  m1
p4m1_c5.out,  p4m1,1000,5,even,0.9,ideal ,0.872,  p4,  m1
p4m1_c6.out,  p4m1,1000,6,even,0.9,ideal ,0.889,  p4,  m1
p4m1_c2.out,  p4m1,1000,2,even,1.5,ideal ,0.911,  p4,  m1
p4m1_c3.out,  p4m1,1000,3,even,1.5,ideal ,0.915,  p4,  m1
p4m1_c4.out,  p4m1,1000,4,even,1.5,ideal ,0.866,  p4,  m1
p4m1_c5.out,  p4m1,1000,5,even,1.5,ideal ,0.845,  p4,  m1
p4m1_c6.out,  p4m1,1000,6,even,1.5,ideal ,0.845,  p4,  m1
p4m1_c2.out,  p4m1,200,2,even,0.405,ideal ,0.959,  p4,  m1
p4m1_c3.out,  p4m1,200,3,even,0.405,ideal ,0.954,  p4,  m1
p4m1_c4.out,  p4m1,200,4,even,0.405,ideal ,0.939,  p4,  m1
p4m1_c5.out,  p4m1,200,5,even,0.405,ideal ,0.943,  p4,  m1
p4m1_c6.out,  p4m1,200,6,even,0.405,ideal ,0.956,  p4,  m1
p4m1_c2.out,  p4m1,200,2,even,0.9,ideal ,0.96,  p4,  m1
p4m1_c3.out,  p4m1,200,3,even,0.9,ideal ,0.92,  p4,  m1
p4m1_c4.out,  p4m1,200,4,even,0.9,ideal ,0.929,  p4,  m1
p4m1_c5.out,  p4m1,200,5,even,0.9,ideal ,0.929,  p4,  m1
p4m1_c6.out,  p4m1,200,6,even,0.9,ideal ,0.936,  p4,  m1
p4m1_c2.out,  p4m1,200,2,even,1.5,ideal ,0.961,  p4,  m1
p4m1_c3.out,  p4m1,200,3,even,1.5,ideal ,0.919,  p4,  m1
p4m1_c4.out,  p4m1,200,4,even,1.5,ideal ,0.927,  p4,  m1
p4m1_c5.out,  p4m1,200,5,even,1.5,ideal ,0.931,  p4,  m1
p4m1_c6.out,  p4m1,200,6,even,1.5,ideal ,0.917,  p4,  m1
p4m1_c2.out,  p4m1,500,2,even,0.405,ideal ,0.933,  p4,  m1
p4m1_c3.out,  p4m1,500,3,even,0.405,ideal ,0.956,  p4,  m1
p4m1_c4.out,  p4m1,500,4,even,0.405,ideal ,0.928,  p4,  m1
p4m1_c5.out,  p4m1,500,5,even,0.405,ideal ,0.903,  p4,  m1
p4m1_c6.out,  p4m1,500,6,even,0.405,ideal ,0.929,  p4,  m1
p4m1_c2.out,  p4m1,500,2,even,0.9,ideal ,0.933,  p4,  m1
p4m1_c3.out,  p4m1,500,3,even,0.9,ideal ,0.955,  p4,  m1
p4m1_c4.out,  p4m1,500,4,even,0.9,ideal ,0.9,  p4,  m1
p4m1_c5.out,  p4m1,500,5,even,0.9,ideal ,0.888,  p4,  m1
p4m1_c6.out,  p4m1,500,6,even,0.9,ideal ,0.912,  p4,  m1
p4m1_c2.out,  p4m1,500,2,even,1.5,ideal ,0.934,  p4,  m1
p4m1_c3.out,  p4m1,500,3,even,1.5,ideal ,0.951,  p4,  m1
p4m1_c4.out,  p4m1,500,4,even,1.5,ideal ,0.897,  p4,  m1
p4m1_c5.out,  p4m1,500,5,even,1.5,ideal ,0.877,  p4,  m1
p4m1_c6.out,  p4m1,500,6,even,1.5,ideal ,0.904,  p4,  m1
p4m1_c2.out,  p4m1,5000,2,even,0.405,ideal ,0.914,  p4,  m1
p4m1_c3.out,  p4m1,5000,3,even,0.405,ideal ,0.884,  p4,  m1
p4m1_c4.out,  p4m1,5000,4,even,0.405,ideal ,0.903,  p4,  m1
p4m1_c5.out,  p4m1,5000,5,even,0.405,ideal ,0.892,  p4,  m1
p4m1_c6.out,  p4m1,5000,6,even,0.405,ideal ,0.901,  p4,  m1
p4m1_c2.out,  p4m1,5000,2,even,0.9,ideal ,0.913,  p4,  m1
p4m1_c3.out,  p4m1,5000,3,even,0.9,ideal ,0.858,  p4,  m1
p4m1_c4.out,  p4m1,5000,4,even,0.9,ideal ,0.871,  p4,  m1
p4m1_c5.out,  p4m1,5000,5,even,0.9,ideal ,0.877,  p4,  m1
p4m1_c6.out,  p4m1,5000,6,even,0.9,ideal ,0.882,  p4,  m1
p4m1_c2.out,  p4m1,5000,2,even,1.5,ideal ,0.913,  p4,  m1
p4m1_c3.out,  p4m1,5000,3,even,1.5,ideal ,0.855,  p4,  m1
p4m1_c4.out,  p4m1,5000,4,even,1.5,ideal ,0.86,  p4,  m1
p4m1_c5.out,  p4m1,5000,5,even,1.5,ideal ,0.858,  p4,  m1
p4m1_c6.out,  p4m1,5000,6,even,1.5,ideal ,0.852,  p4,  m1
p4m1_c3.out,  p4m1,1000,3,uneven,0.405,ideal ,0.887,  p4,  m1
p4m1_c4.out,  p4m1,1000,4,uneven,0.405,ideal ,0.91,  p4,  m1
p4m1_c5.out,  p4m1,1000,5,uneven,0.405,ideal ,0.907,  p4,  m1
p4m1_c6.out,  p4m1,1000,6,uneven,0.405,ideal ,0.891,  p4,  m1
p4m1_c2.out,  p4m1,1000,2,uneven,0.9,ideal ,0.921,  p4,  m1
p4m1_c3.out,  p4m1,1000,3,uneven,0.9,ideal ,0.872,  p4,  m1
p4m1_c4.out,  p4m1,1000,4,uneven,0.9,ideal ,0.888,  p4,  m1
p4m1_c5.out,  p4m1,1000,5,uneven,0.9,ideal ,0.892,  p4,  m1
p4m1_c6.out,  p4m1,1000,6,uneven,0.9,ideal ,0.897,  p4,  m1
p4m1_c2.out,  p4m1,1000,2,uneven,1.5,ideal ,0.922,  p4,  m1
p4m1_c3.out,  p4m1,1000,3,uneven,1.5,ideal ,0.92,  p4,  m1
p4m1_c4.out,  p4m1,1000,4,uneven,1.5,ideal ,0.859,  p4,  m1
p4m1_c5.out,  p4m1,1000,5,uneven,1.5,ideal ,0.869,  p4,  m1
p4m1_c6.out,  p4m1,1000,6,uneven,1.5,ideal ,0.87,  p4,  m1
p4m1_c2.out,  p4m1,200,2,uneven,0.405,ideal ,0.954,  p4,  m1
p4m1_c3.out,  p4m1,200,3,uneven,0.405,ideal ,0.954,  p4,  m1
p4m1_c4.out,  p4m1,200,4,uneven,0.405,ideal ,0.958,  p4,  m1
p4m1_c5.out,  p4m1,200,5,uneven,0.405,ideal ,0.959,  p4,  m1
p4m1_c6.out,  p4m1,200,6,uneven,0.405,ideal ,0.938,  p4,  m1
p4m1_c2.out,  p4m1,200,2,uneven,0.9,ideal ,0.954,  p4,  m1
p4m1_c3.out,  p4m1,200,3,uneven,0.9,ideal ,0.941,  p4,  m1
p4m1_c4.out,  p4m1,200,4,uneven,0.9,ideal ,0.939,  p4,  m1
p4m1_c5.out,  p4m1,200,5,uneven,0.9,ideal ,0.946,  p4,  m1
p4m1_c6.out,  p4m1,200,6,uneven,0.9,ideal ,0.917,  p4,  m1
p4m1_c2.out,  p4m1,200,2,uneven,1.5,ideal ,0.957,  p4,  m1
p4m1_c3.out,  p4m1,200,3,uneven,1.5,ideal ,0.953,  p4,  m1
p4m1_c4.out,  p4m1,200,4,uneven,1.5,ideal ,0.921,  p4,  m1
p4m1_c5.out,  p4m1,200,5,uneven,1.5,ideal ,0.924,  p4,  m1
p4m1_c6.out,  p4m1,200,6,uneven,1.5,ideal ,0.92,  p4,  m1
p4m1_c2.out,  p4m1,500,2,uneven,0.405,ideal ,0.937,  p4,  m1
p4m1_c3.out,  p4m1,500,3,uneven,0.405,ideal ,0.956,  p4,  m1
p4m1_c4.out,  p4m1,500,4,uneven,0.405,ideal ,0.921,  p4,  m1
p4m1_c5.out,  p4m1,500,5,uneven,0.405,ideal ,0.905,  p4,  m1
p4m1_c6.out,  p4m1,500,6,uneven,0.405,ideal ,0.919,  p4,  m1
p4m1_c2.out,  p4m1,500,2,uneven,0.9,ideal ,0.936,  p4,  m1
p4m1_c3.out,  p4m1,500,3,uneven,0.9,ideal ,0.952,  p4,  m1
p4m1_c4.out,  p4m1,500,4,uneven,0.9,ideal ,0.903,  p4,  m1
p4m1_c5.out,  p4m1,500,5,uneven,0.9,ideal ,0.891,  p4,  m1
p4m1_c6.out,  p4m1,500,6,uneven,0.9,ideal ,0.891,  p4,  m1
p4m1_c2.out,  p4m1,500,2,uneven,1.5,ideal ,0.935,  p4,  m1
p4m1_c3.out,  p4m1,500,3,uneven,1.5,ideal ,0.946,  p4,  m1
p4m1_c4.out,  p4m1,500,4,uneven,1.5,ideal ,0.877,  p4,  m1
p4m1_c5.out,  p4m1,500,5,uneven,1.5,ideal ,0.878,  p4,  m1
p4m1_c6.out,  p4m1,500,6,uneven,1.5,ideal ,0.882,  p4,  m1
p4m1_c2.out,  p4m1,5000,2,uneven,0.405,ideal ,0.913,  p4,  m1
p4m1_c3.out,  p4m1,5000,3,uneven,0.405,ideal ,0.876,  p4,  m1
p4m1_c4.out,  p4m1,5000,4,uneven,0.405,ideal ,0.904,  p4,  m1
